Profile,Profile_followers,Likes,Date,Location,Location_coord,Post_url,Img_link
valley22_taipei,18.0,108.0,2021-12-14 22:42:44,Valley 22,"(25.0319501782, 121.5523695946)",https://www.instagram.com/p/CXd45yJA-Ze,https://instagram.ftpe7-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/266820744_1603684286643425_6662842138640819005_n.jpg?_nc_ht=instagram.ftpe7-4.fna.fbcdn.net&_nc_cat=105&_nc_ohc=vr7VUQsQJMgAX-pCA-T&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_FgjUs6VcaYGGt2BtpG-8L7fLuWrGK7cOQGNDP9jnY5Q&oe=61C24169&_nc_sid=83d603
ziwei0122,210.0,107.0,2021-12-10 18:47:14,Bellavita寶麗廣場 - 貴婦百貨信義區,"(25.0458, 121.5339)",https://www.instagram.com/p/CXTKxaPlO2T,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/266232670_119533333885053_8270079005256866718_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=TblZtNkqQXIAX-gE2a_&edm=ABZsPhsBAAAA&ccb=7-4&oh=00_AT8tmGml7cy76hoJBzeTcLX1sBqhidXyGKq0fCah2fa39Q&oe=61C12A1B&_nc_sid=4efc9f&ig_cache_key=MjcyNTU2OTU3NTM4NzQ1ODk2Mw%3D%3D.2-ccb7-4
rosecoloredbook,49.0,106.0,2021-12-14 21:29:26,玫瑰色二手書店,"(24.80448, 120.9619)",https://www.instagram.com/p/CXdwg3IvmVM,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/265027893_152661530425842_4317507765202188773_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=3zVIUN0Oa6QAX_uwGG8&edm=ABZsPhsBAAAA&ccb=7-4&oh=00_AT8szifdKS_ng-91NRpHy_U8-0RU0lDnOQYliRysKb01IA&oe=61C24BC1&_nc_sid=4efc9f&ig_cache_key=MjcyODU1MDMxMzcxNDY3Mjk3Mg%3D%3D.2-ccb7-4
beirong1022,243.0,102.0,2021-12-11 21:06:11,新光三越 台中中港店,"(24.1649964815, 120.6434045451)",https://www.instagram.com/p/CXV_d_tPUSL,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/266066775_2996371574024358_2662652064354630537_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=tPW8tkZXJgYAX-XzFTC&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT91UdtyNJTsoC4SYV7Kufl8RO5b-yyA-oBYe6fN-bN74g&oe=61C1ED88&_nc_sid=83d603
jia_ye_chen,876.0,22.0,2021-12-13 00:21:02,臺中國家歌劇院 National Taichung Theater,"(24.1630051195, 120.6409214834)",https://www.instagram.com/p/CXY6j-xvk0O,https://instagram.ftpe7-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/265988340_433595844850949_6633049904631450337_n.jpg?_nc_ht=instagram.ftpe7-4.fna.fbcdn.net&_nc_cat=105&_nc_ohc=3F2gi5khBdcAX-RuifZ&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8DQQyI7WDkTdE1iQYA-w-9-ujHTHyQ6NUoBhAFp_Bw-A&oe=61C1EDE2&_nc_sid=83d603
jodielin1228,469.0,17.0,2021-12-13 19:56:04,六福村主題遊樂園,"(24.821058232, 121.1822051252)",https://www.instagram.com/p/CXbBCJFvVs-,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266468447_603924290718364_2367745460823605065_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ni8H-tVfTP8AX8gpmu-&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_pQ-56tIpGHjpujN1CMHtOjieicLtFK18dqdJdAjBhKA&oe=61C2AE3D&_nc_sid=83d603
mumuqueen10_10,6699.0,3.0,2021-12-13 18:40:11,板橋市政府 新北耶誕城,"(25.0135340323, 121.4644479901)",https://www.instagram.com/p/CXa4WaKJHgD,https://instagram.ftpe7-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266798515_3060105054246253_3090670266972532719_n.jpg?_nc_ht=instagram.ftpe7-4.fna.fbcdn.net&_nc_cat=101&_nc_ohc=YTb2ebrI9sEAX-jLwr4&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_yQuvCss9a0qDIYkx-RK9PAnKblnVvNodHsqRBx-vyxg&oe=61C1473C&_nc_sid=83d603
manandq,1865.0,3.0,2021-12-13 13:41:49,巨蛋,"(22.7401279196, 120.3028956601)",https://www.instagram.com/p/CXaWNEOlBur,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266788854_470954161045044_6734526951902685215_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=yw4uSV_8npsAX_eiDtb&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9X92CiuE2-mnoidqKVRzM5ZJBrBCurBq6C1Bcz1lVKig&oe=61C23647&_nc_sid=83d603
madeinalbee928,1379.0,3.0,2021-12-10 20:54:32,遠東百貨 Top City台中大遠百,"(24.1641983088, 120.644736886)",https://www.instagram.com/p/CXTZVyDPHtz,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/265712786_1131768830691666_2189815664763169250_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=KLUPu9tkoAoAX-izAXM&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-eqn5G8FBrTWPPai91KQygzXlsXjjwtP16rz7s6WUiOA&oe=61C0F642&_nc_sid=83d603
chinchindesserts,1106.0,3.0,2021-12-14 22:31:00,台中市一中商圈 Yizhong Street,"(24.149313795, 120.68516276)",https://www.instagram.com/p/CXd3j3Jvmec,https://instagram.ftpe7-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/267620749_249584890600091_4011724248682211736_n.jpg?_nc_ht=instagram.ftpe7-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=cHP5-iGPyuwAX-8t3HL&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8a4ALsLqnGTuzXKkYH1cDYjFYTDe9OYtabxuUWdUj4SQ&oe=61C29604&_nc_sid=83d603
linxuan29,982.0,3.0,2021-12-14 18:34:26,期待聖誕節,"(24.1324606, 120.6121961)",https://www.instagram.com/p/CXdcfJHl-YO,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/266633858_631620544861198_6527997405491051388_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=069hP8dLELEAX_2KN1b&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9h7Lb0o5tSbP-0sZwRcq2rGB1ErqK6k2wRiy5Tyvg-qg&oe=61C107BD&_nc_sid=83d603
bj5940_777,514.0,3.0,2021-12-14 22:51:31,Pingtung City,"(22.6761111111, 120.4941666667)",https://www.instagram.com/p/CXd56GQPqVG,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/267108544_273603914793486_7149214990239819987_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=K0M8uD_nFVYAX92frZq&edm=ABZsPhsBAAAA&ccb=7-4&oh=00_AT8xv2ygGpBotkAowCMbzfZ-HdurR0VUJoWQqKaYjiRj7Q&oe=61C20FC0&_nc_sid=4efc9f&ig_cache_key=MjcyODU5MTYzMDM1MjE2NDE2Ng%3D%3D.2-ccb7-4
bj5940_777,514.0,3.0,2021-12-14 11:06:34,新光三越 台中中港店,"(24.1649964815, 120.6434045451)",https://www.instagram.com/p/CXcpO8Kv88w,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/267084542_296800922218224_5333662012439527984_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=iYKeVXyH35gAX82e1G9&tn=qslcWGLUZOVNi3iQ&edm=ABZsPhsBAAAA&ccb=7-4&oh=00_AT_BJk0j8ZoZ0D6b51z82WNoZtDSIi-CkKn85CLNTqtFUQ&oe=61C2000D&_nc_sid=4efc9f&ig_cache_key=MjcyODIzNjgyMDg2NDE1OTUzNg%3D%3D.2-ccb7-4
ririchao,472.0,3.0,2021-12-14 21:11:25,Linkou District,"(25.1016666667, 121.3630555556)",https://www.instagram.com/p/CXduc-rpCxp,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/268071418_1529683340758408_4577420968856679219_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=OkooScp_qCAAX-7VEpV&tn=p3PuYwOUb0brXnrV&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8r0CjRBxNhwTFBjDs0Nas7gWfWK4hIXdJCc0xSDtYW1A&oe=61C2A986&_nc_sid=83d603
hoguanyun0427,459.0,3.0,2021-12-10 22:56:49,聖誕節快樂,"(25.0184154, 121.4651094)",https://www.instagram.com/p/CXTnVdvJDIZ,https://instagram.ftpe7-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/265060972_3036116846706044_855458511176553522_n.jpg?_nc_ht=instagram.ftpe7-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=ZFV0Hr50TR4AX8fsz02&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-fmOcDbsSlhS6c6GoeQqAfdJQjlYuJ5XSOGavrennBjg&oe=61C1AFC0&_nc_sid=83d603
uu__6677,402.0,3.0,2021-12-13 00:21:21,新北耶誕城,"(25.0133916667, 121.4652116667)",https://www.instagram.com/p/CXY6mTTBwxX,https://instagram.ftpe7-4.fna.fbcdn.net/v/t51.2885-15/e35/266050661_610983666817657_2062969478760194479_n.jpg?_nc_ht=instagram.ftpe7-4.fna.fbcdn.net&_nc_cat=101&_nc_ohc=4N0w7f91c6AAX-8BM3H&edm=ABZsPhsBAAAA&ccb=7-4&oh=00_AT89IiHRcMq87xseu6PcCuZg7BqTYwhuhXGpeu4zEXMAhA&oe=61C29134&_nc_sid=4efc9f&ig_cache_key=MjcyNzE4NzI5MzEzMDkxODk5OQ%3D%3D.2-ccb7-4
yahui615,388.0,3.0,2021-12-12 21:33:36,信義區商圈,"(25.0373852903, 121.5668806983)",https://www.instagram.com/p/CXYnZuiBIuR,https://instagram.ftpe7-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266006527_620997889144417_8381570037643895851_n.jpg?_nc_ht=instagram.ftpe7-4.fna.fbcdn.net&_nc_cat=101&_nc_ohc=9G3euMg4FJwAX-BUW4L&tn=p3PuYwOUb0brXnrV&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_yNSC0a64vCiYrjliREDHSZwQruxy3LFSIzt9M8CDVzA&oe=61C14A2D&_nc_sid=83d603
yu_zhen_li,112.0,3.0,2021-12-13 16:35:08,南紡購物中心,"(22.9908366653, 120.2330088295)",https://www.instagram.com/p/CXaqCfwFUw1,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/267598522_290416719544762_8786775051003444710_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=nq67WCPmZ4YAX80H1RP&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_VN8xkFzR1pmQxvUIEY-x6BP7UBlW8wbNWpiLX5YifXg&oe=61C16C4D&_nc_sid=83d603
